id	status	priority	kind	title	evidence
economics-D-3	DONE	high	decision	Open decision 3: is a lost assist acceptable on truncation? Recommendation: stop post-generation refunds AND ship P1-2/P1-3 in the same wave (acceptin	Resolved per recommendation, in one change: refunds only when not billed (route.ts billed flag, AIE-10/-11) shipped WITH diff-propose @2,048-token cap + MAX_CODE_CHARS 8,000 (route.ts:46, item 3a) — truncation no longer deterministically triggerable
economics-D-4	OWNER-PARKED	medium	decision	Open decision 4: free AI turns per challenge — 2 (help-avoidance grounds, designed) or 1 (cheaper, ~$0.009/challenge difference)	No ruling recorded anywhere; free tier doesn't exist (MAX_PAID_ASSISTS=4, no free offset) — decision forced when #838 item 32 (wall boundaries/ladder) is built
economics-D-5	OWNER-PARKED	medium	decision	Open decision 5: Socratic tier size — 20 turns/lesson (feels unlimited at $0.46/learner catalog-wide) or fewer; anything framed as 'unlimited' is off 	No ruling; zero Socratic code exists (grep hits only spec docs, per unified-32) — sized when #838 item 32 ships; the "unlimited" ban stands recorded there
economics-D-6	OWNER-PARKED	low	decision	Open decision 6: named sponsor for tutor compute ('Compute donated by X', Khanmigo/Microsoft precedent) — reframes rationing as attribution; ~$200–300	No sponsor-naming decision or issue found; no "donated by" copy in messages; only internal "sponsored Gemini key" phrasing (#724). O-1 $500/mo budget decision covers cost, not attribution
economics-D-7	OWNER-PARKED	low	decision	Open decision 7: who runs the Flex latency spike and what exit criterion — suggested p95 under 4s on hint	No owner/exit-criterion assigned; no Flex code in route.ts (grep clean); tracked as #838 item 3b, now unblocked by the AIE-04/05 curls recorded on #838 (2026-07-28)
economics-D-8	OWNER-PARKED	medium	decision	Open decision 8: keep or cut the per-lesson self-reset (P2-5)? It doubles the effective ceiling to 60 turns; the one lever in the learner's hand, cutt	Undecided: resetAssists still has zero callers (lib/ai/assist-budget.ts:59), no reset route or guarded RPC migration exists; keep/cut call open until P2-5 is scheduled
economics-D-9	DONE	medium	decision	Open decision 9: confirm capstone AI-free (G-4.1) as settled integrity property — load-bearing for credential meaning, no longer for measurement (that	Settled in plan of record: unified item 33 (capstone AI-off via the SAME constant as the credential gate) + #838 item 33 carry it; measurement job moved to comprehension accuracy (registry quiz-feedback row). Enforcement build pending (#838)
economics-R-1	DONE	low	process-rule	Appendix A R-1 process lesson: do not ship inflated threat numbers — Socratic inherits hint's 512-tok cap so the right figure was $23/day not $357/day	Holds: the $357/day figure appears nowhere outside the econ doc's own rejection record (grep clean across docs/); shipped threat sizing (#591/#724) used measured usageMetadata costs, not inflated caps
economics-R-2	DONE	launch-critical	process-rule	Appendix A R-2: a fail-closed global backstop must still exist above the pathological peak — per-account/per-IP ledgers bound identified actors, nothi	Global backstop exists fail-closed alongside account/IP ledgers: ai_spend_ledger scopes account/ip/global (migration 20260726180000), checkAiSpend hard-denies at globalHard with degrade first (spend-ledger.ts:141-157); default $25 hard env-tunable (env.server.ts:117)
economics-R-3	DONE	high	process-rule	Appendix A R-3: presence on a public pricing page is not reachability — this key previously 404'd a whole model family; every model swap ships behind 	Rule executed: AIE-04/05 curls run + recorded on #838 (2026-07-28, prod key) — 3.5-flash/3.5-flash-lite/3.6-flash all HTTP-200 reachable; thinkingBudget:0 verified honored with control; retest-twice discipline noted (first-connection spurious 404s observed)
economics-R-4	DONE	medium	research-insight	Appendix A R-4: assisted-vs-unassisted capstone GAP under fixed cheatability remains a valid cohort-level leakage signal (proctored-vs-non-proctored d	Carried: capstone signal demoted to secondary cohort-gap trend, primary = comprehension-check accuracy (registry quiz-feedback row + #838 32b); no per-account capstone rank/reward mechanism built (Mentor credential/capstone-bonus absent from code and issues)
economics-R-6	DONE	high	process-rule	Appendix A R-6 sequencing constraint: reset guards ship INSIDE the SECURITY DEFINER function in the same migration that exposes the route — never clie	Intact and unviolated: reset_challenge_assists remains unexposed — resetAssists has zero callers (assist-budget.ts:59), no reset API route, no client-side guard workaround; the guards-inside-RPC rule stays recorded for P2-5
economics-rejected-research	DONE	medium	process-rule	Carried-forward rejected research — do not re-import: Gneezy 'fine is a price' (misquoted design), 40% crypto-sybil rate (reference-class error), 10–3	No re-import found: Gneezy/sybil/referral-fraud figures appear only in the econ doc's rejection record + unified evidence table (greps across docs/ and apps/web/src clean); rejection registry intact in econ Appendix A
economics-B-1	DONE	medium	process-rule	Coin-override non-negotiable 1: time-based grant only — never completion-contingent, never rank-based (with the honest caveat that noncontingent 'clea	Moot but intact: override branch never triggered — D-A no-coin settled (unified 201/1344); no coin/grant surface exists in code; non-negotiable recorded in econ Appendix B (+ #608 correction note governs the d=-0.88 attribution)
economics-B-2	DONE	medium	process-rule	Coin-override non-negotiable 2: expires nightly on America/Sao_Paulo; non-bankable, non-accumulating, non-transferable	Moot but intact: no coin exists (D-A settled); the Sao_Paulo-day non-bankable pattern is meanwhile live practice in the spend ledger (per-day rows, nothing accrues); rule recorded in Appendix B
economics-B-3	DONE	medium	process-rule	Coin-override non-negotiable 3: the catalog-bounded per-lesson ceiling stays underneath any balance — otherwise the balance is a spend faucet	Moot but intact: no balance exists; the per-(user,lesson) catalog-bounded ceiling IS the only meter today (challenge_assists, spendAssist route.ts:375); rule recorded in Appendix B
economics-B-4	DONE	medium	process-rule	Coin-override non-negotiable 4: fixed price 1 coin = 1 turn, never variable by token count or model	Moot but intact: no coin; the fixed-unit principle is live — every AI turn costs exactly 1 assist regardless of action/tokens/model (spendAssist decrements 1); no variable pricing anywhere
economics-B-5	DONE	medium	process-rule	Coin-override non-negotiable 5: never displayed adjacent to XP; no XP↔coin bridge in either direction, ever	Moot but intact: no coin to display; XP surfaces carry no spend mechanics or coin iconography (unified line 925 mandate; N2 verification greps found zero monetary salience); rule recorded in Appendix B
economics-B-6	DONE	medium	process-rule	Coin-override non-negotiable 6: justified and instrumented as infrastructure cost control, never sold to learners as good for their learning	Moot but intact: no coin built; the shipped cost controls (#591 ledger) are framed as infrastructure in code comments and degrade copy, never as pedagogy; rule recorded in Appendix B
catalog-thesis-1	PARTIAL	launch-critical	decision	One artifact (a vault) carried across all five courses; every course consumes the previous course's output as a named checkable input and ends by nami	Through-line live for C2→C5 in courses-academy: C2 course.yaml ends 'vault_core.rs is the named input to Course 3' with recap lesson what-you-built; C3 opens 'You arrive holding vault_core.rs' and ends with a devnet program id; C4 opens 'You arrive holding a d
catalog-thesis-2	DONE	high	process-rule	Retire 'PT-BR is the gap' positioning — Spanish is the empty lane (Blueshift es = 0 pages, PT-BR is 206/206)	courses/CATALOG.md strikes it verbatim: '~~PT-BR is the gap~~ … Spanish is the empty lane (Blueshift es = 0 pages)' plus the retired-claims table (lines 452-454); grep of apps/web/src/messages (en/pt-BR/es) finds zero PT-BR-differentiator marketing copy; an es
catalog-thesis-3	DONE	high	process-rule	Retire 'browser build+deploy is unique' — claim the wrapper instead: graded, sequenced, credentialed browser-native deploy	CATALOG.md strikes '~~Browser build+deploy is unique~~' and claims the wrapper ('the only graded, sequenced, credentialed browser-native deploy', line 452); live landing copy names the wrapper, not uniqueness: 'challenges in your browser, graded by hidden test
catalog-thesis-4	PARTIAL	high	process-rule	Retire 'we are the beginner option' — narrower dateable claim: first sequenced, graded, version-stamped @solana/kit curriculum	CATALOG.md line 39 ratifies the dateable claim ('first sequenced, graded, version-stamped @solana/kit curriculum') and strikes '~~We are the beginner option~~'; no beginners-welcome claim in landing/marketing messages; C4 carries the version stamp 'kit 7.0.0, 
catalog-thesis-5	PARTIAL	high	decision	Segment 3 (beginners learning to code) is OUT OF SCOPE this wave; every course gates on working JS/TS; point segment 3 at freeCodeCamp	Decision ratified and enforced doc-side: CATALOG.md line 41 'Segment 3 … OUT OF SCOPE for this wave. Every course gates on working JavaScript … point segment 3 at freeCodeCamp's JS curriculum' (repeated line 369: 'Say so on the catalog page'); no beginners-wel
catalog-course-1	NOT-DONE	launch-critical	content-item	C1 solana-for-web-devs: 8 lessons (3/3/2), trackId 1 / trackLevel 1, xpPerLesson 10, version stamp kit 7.0.0 / Agave 4.x; artifact = published account	#673 'Author C1 — solana-for-web-devs (8 lessons)' is OPEN; courses-academy tree has no courses/solana-for-web-devs (only C2-C5 + _template); apps/web learner-segment.ts carries 'TODO(#599/#673): … [C1] is not in the committed bundle yet', so no on-chain cours
catalog-course-2	DONE	launch-critical	content-item	C2 rust-for-program-devs: 14 lessons (4/5/3/2), trackLevel 2, xp 20; every exercise buildType: buildable on our build server (zero Playground grading)	courses-academy courses/rust-for-program-devs: 14 lesson dirs matching course.yaml modules 4/5/3/2, trackId 1 / trackLevel 2, xpPerLesson 20; all 13 Rust code blocks across the 14 lesson.yamls are buildType: buildable (tallied — zero playground blocks); gradin
catalog-course-3	DONE	launch-critical	content-item	C3 building-your-first-solana-program: KEEP same slug and exercise ladder, re-derived 16→15 lessons (3/4/4/4), trackLevel 3 (requires close+recreate),	courses-academy PR #17 merged (16→15, KEEP + anchor-framework merge); courses/building-your-first-solana-program has 15 lessons in 3/4/4/4 modules, same slug, xpPerLesson 20, trackLevel 3 in course.yaml; slots.lock.json shows 12 kept ids, retired slots [0,2,11
catalog-course-4	PARTIAL	high	content-item	C4 dapp-and-sdk-with-kit: 11 lessons (4/3/4), trackLevel 4, xp 20; artifact = published npm client for own program + deployed dApp consuming it	courses-academy PR #18 merged; 11 lessons live (4/3/4 modules), trackLevel 4, xpPerLesson 20 in course.yaml; created on-chain 2026-07-27 (2UXTwqPv…, #606 window comment); catalog renders C4. || REMAINS: C4 L1 (idl-to-typed-client) does NOT consume C3's program
catalog-course-5	DONE	launch-critical	content-item	C5 stablecoin-agentic-payments: 9 lessons (4/3/2), trackLevel 5, xp 25; artifact = paid tier via Recurring Delegation, x402-metered endpoint, budget-c	courses-academy PR #6 merged; courses/stablecoin-agentic-payments has exactly 9 lessons in 4/3/2 modules, trackLevel 5, xpPerLesson 25; all 7 code blocks are language: typescript, zero buildable/deployable blocks (grep of lesson.yamls); syllabus matches (rails
catalog-earn-1	DONE	medium	process-rule	Do not publish a precise 'percent of Earn work reachable with TypeScript' figure (CAT-02: ~84% not reproducible; proxy gives ~78% by a cruder method)	#645 CLOSED 2026-07-26 with the '84%' strike in scope; grep of all courses-academy lesson content and apps/web/src in the snapshot finds no TS-reachable percentage in any lesson or marketing copy (only unrelated CSS/env hits); docs/superpowers/specs/2026-07-25
catalog-earn-2	DONE	medium	research-insight	C2 framing: Rust is the depth rung, not the arbitrage play (CAT-03: '$124/competitor, median 14' not reproducible; corrected ~$69, median 37; general 	Grep of courses/rust-for-program-devs lessons finds zero dollar figures and no arbitrage framing ('$124', 'arbitrage', 'per competitor' all absent from C2); C2 course.yaml frames the course as the depth layer producing vault_core.rs that 'Course 3 wraps around
catalog-earn-3	NOT-DONE	medium	research-insight	C5 payments-bounty economics corrected: the two Canada listings compute to $62.5 and $88.7 per competitor, not '~$100' (CAT-04)	Direct violation still live: courses/stablecoin-agentic-payments/lessons/submit-and-what-you-built/what-you-built.md:51 reads 'Payments technical demos — around $100 of reward per competitor, second only to Rust listings on that measure', and the same text is 
catalog-reject-1	PARTIAL	high	decision	Seven course concepts deliberately NOT built: DeFi/AMM, Mobile, standalone security, indexing, Blinks/Actions, Pinocchio/assembly, standalone AI-agent	No rejected concept was authored: courses-academy contains only C2-C5 (+ C1 open in #673); no DeFi/AMM, mobile, security, indexing, Blinks, Pinocchio, or AI-agents course exists; #588 (AI-agents course) and #579 (JS/TS entry rung) are OPEN P2 'fast-follow' bac
catalog-mig-1	DONE	high	build-item	Retire 5 existing courses (solana-fundamentals, rust-for-solana, anchor-framework, solana-frontend, defi-on-solana) rather than editing them — new slu	#713 CLOSED ('Retire the 5 superseded courses'); courses-academy PR #21 merged, commit 9b1f03e 'finalize catalog migration — retire the 5 superseded courses' — the five course dirs (solana-fundamentals, rust-for-solana, anchor-framework, solana-frontend, defi-
catalog-mig-2	DONE	launch-critical	process-rule	Delete all 5 anchor-framework exercises — none imports anchor_lang; two teach a DefaultHasher PDA model (actively false). Delete, do not port, do not 	anchor-framework course and all 5 exercises deleted with the retirement (PR #21 — no courses/anchor-framework dir exists); grep -rn DefaultHasher over the content repo hits only CATALOG.md planning prose describing the deletion, zero lesson content; grep of ne
catalog-chain-1	PARTIAL	launch-critical	decision	Freeze trackId 1 / trackLevel 1→5 as the single sequential path (replaces five parallel one-course tracks)	O-3 decision recorded on #606 (comment 2026-07-26): trackId 1, trackLevel 1-5 sequential, owner-delegated. All 4 live course.yamls carry trackId 1 (C2=2, C3=3, C4=4, C5=5); no parallel trackIds exist; C2/C4/C5 created on-chain 2026-07-27 with track collection 
catalog-chain-2	PARTIAL	launch-critical	build-item	Recreate flagship C3 on devnet at trackLevel 3, once, before mainnet — trackId/trackLevel/creator are effectively immutable; batch with other catalog 	The on-chain creation wave executed 2026-07-27 (#606 comment) but explicitly WITHOUT the C3 close+recreate: 'the on-chain track_level cosmetics for C3 (still 2 on-chain, 3 in content — display reads content; fixing on-chain needs a recreate, not worth it stand
catalog-chain-3	SUPERSEDED	launch-critical	build-item	Create all four new courses with REAL instructor wallets (creator is immutable; all six existing courses wrongly carry platform authority B7o8Nf…)	Decision D-C in docs/superpowers/specs/2026-07-25-UNIFIED-LAUNCH-SPEC.md:729 overturned the item's premise: 'creator: B7o8Nf… is the owner's wallet and is correct' — PB-7 collapsed to documentation drift (#688 CLOSED, courses-academy PR #13 'PB-7 currency' mer
catalog-chain-4	DONE	launch-critical	build-item	C3 slot arithmetic: resolve exact id→slot map against slots.lock before the PR per 2026-07-26-c3-slot-reconciliation.md (12 kept / 4 retired / 3 new —	C3's slots.lock.json exactly matches the 12-kept/4-retired/3-new reconciliation: 12 kept ids on original slots, retired [0,2,11,14], new lessons on fresh slots 16/17/18 (pdas-vault, cpi-lamports, pre-flight-check), next=19 — retired slots never reused. Progres
catalog-chain-5	PARTIAL	high	decision	xpPerLesson fixed per course (C1=10, C2=20, C3=20 unchanged, C4=20, C5=25); XP is per-lesson not per-block, so quiz/openEnded blocks cost nothing on-c	Content-side values all match: C2=20, C3=20 (unchanged), C4=20, C5=25 xpPerLesson in course.yamls; C2/C4/C5 created on-chain from these files 2026-07-27 with all 9 on-chain reads verified (#606 comment); XP remains per-lesson in the schema (quiz/openEnded bloc
catalog-c1-l1	NOT-DONE	high	content-item	C1 see-a-live-vault: zero code; program-explorer block WITHOUT consumes (learner has no program); needs committed program.idl.json + frozen devnet ref	No courses/solana-for-web-devs directory exists at courses-academy HEAD (c24981e); #673 'Author C1 — solana-for-web-devs (8 lessons)' is OPEN; all 23 content-repo PRs are merged and none authors C1. Prerequisites ARE now in place: #599 CLOSED 2026-07-27 and th
catalog-c1-l2	NOT-DONE	high	content-item	C1 accounts-are-just-bytes: graded as pure decoder over injected byte fixtures (PB-1 fallback); show ONE manual DataView.getBigUint64(offset,true) bef	No C1 course exists in courses-academy (#673 OPEN, no solana-for-web-devs dir, no open PR); searched courses/ for accounts-are-just-bytes — the only lesson of that name is C3's, not the C1 pure-decoder lesson. The grading approach is settled (#600 CLOSED 2026-
catalog-c1-l3	NOT-DONE	high	content-item	C1 derive-the-vault-pda: grading asserts derived address equals L1's pinned address AND wrong seed order yields different address; DefaultHasher exerc	No C1 course or derive-the-vault-pda lesson exists (#673 OPEN, content repo has no solana-for-web-devs dir). Prerequisites landed: the false PDA models are gone — anchor-framework DefaultHasher exercises deleted with the course (PR #21) and the JS mock findPro
catalog-c1-l4	NOT-DONE	high	content-item	C1 anatomy-of-a-transaction: fee formula stated (5,000 lamports/sig + price × REQUESTED CU limit ÷ 1e6); teach compute-budget-instructions-first as co	No C1 anatomy-of-a-transaction lesson exists (#673 OPEN; no solana-for-web-devs dir at content HEAD). The fee-formula pedagogy does exist elsewhere (C4's simulate-before-you-send teaches priority fee charged on the REQUESTED CU limit, default 200,000 CU) but t
catalog-c1-l5	NOT-DONE	high	content-item	C1 kit-or-legacy (concept-retrieval): teach THE MAP (v1→Kit equivalences) with dated seam stats; do NOT teach @solana/client, @solana/react-hooks (con	C1 authoring issue #673 (solanabr/superteam-academy) is OPEN ('Author C1 — solana-for-web-devs (8 lessons)'); courses-academy main has no solana-for-web-devs course dir (only building-your-first-solana-program, dapp-and-sdk-with-kit, rust-for-program-devs, sta
catalog-c1-l6	NOT-DONE	high	content-item	C1 connect-fund-and-send: subgoal-labeled (reviewer fix — was worked-example→independent-write jump); reuse wallet-funding block verbatim from bfsp/ai	Same as above: #673 OPEN, no C1 course directory in solanabr/courses-academy. Searched courses/ listing via gh api and full clone — no connect-fund-and-send lesson anywhere. || REMAINS: Lesson does not exist; blocked only on C1 authoring starting (blockers #59
catalog-c1-l7	NOT-DONE	high	content-item	C1 ship-the-inspector: two graded blocks with in-lesson fade (parsons-completion branch table → independent-write decode path); hidden tests use a DIF	#673 OPEN; no solana-for-web-devs dir in courses-academy clone; grep for 'inspector' graded blocks found only C2's back-references to the future C1 inspector (e.g. rust-for-program-devs/lessons/your-first-rust-build/intro.md 'In Course 1 your inspector...'). |
catalog-c1-l8	NOT-DONE	high	content-item	C1 what-you-built: the ONLY recap in the course (bfsp's has a duplication defect — don't copy it); concrete through-line naming (layout→C2 struct, see	#673 OPEN; no C1 course dir in courses-academy. No what-you-built lesson for C1. || REMAINS: C1 recap unauthored; the C2→C1 through-line references (C2 L5/L8 cite Course 1 decoding work, ownership-checkpoint seeds q3/q7 from C1) are already in place on the C2 
catalog-c2-artifact	DONE	launch-critical	content-item	C2 artifact spec: vault_core.rs MUST include declare_id! (placeholder Fg6Pa…) or #[account] does not compile — failure would surface at L10 not L13; N	courses-academy courses/rust-for-program-devs/lessons/build-the-vault-core/spec.md: declare_id!("Fg6PaFpoGXkYsidMpWTK6W2BeZ7FEfcYkg476zPFsLnS") with prose explaining #[account] fails without it (line 13-19); 4-variant VaultError {Overflow, InsufficientFunds, Z
catalog-c2-l1	DONE	high	content-item	C2 your-first-rust-build: clone bfsp/your-first-build structure + its 3 hints verbatim; opens by calling back to C1's inspector; BLOCKED ON PB-3 (tool	lessons/your-first-rust-build: the 3 hints are byte-identical to old bfsp/your-first-build (verified via git show 97d0283^:courses/building-your-first-solana-program/lessons/your-first-build/lesson.yaml); intro.md opens with the C1 inspector callback; version 
catalog-c2-l4	DONE	high	content-item	C2 checked-lamport-math: independent-write; both functions const fn using match (? in const fn is unstable) so the const-assert harness can verify beh	lessons/checked-lamport-math/exercise/starter.rs: signature-only (todo!() bodies) const fn add_lamports/sub_lamports returning Option<u64> (plus transfer_lamports), explicit 'no ? — not allowed in const fn. Use match', and a fixed 'DO NOT EDIT BELOW THIS LINE'
catalog-c2-l5	DONE	medium	content-item	C2 moves-copy-and-clone: DELETE why-rust's zero-cost-abstractions snippet (does not compile — AccountInfo::lamports is Rc<RefCell<&mut u64>>); expand 	lessons/moves-copy-and-clone/intro.md: no AccountInfo::lamports / zero-cost-abstractions snippet anywhere (grep empty); 'Three rules, and they are actually three' heading; ownership↔account-model analogy at line 53 (transaction read/write account locks = many 
catalog-c2-l6	DONE	medium	content-item	C2 borrowing: drop the old **sender.lamports.borrow_mut() double-deref snippet (native trivia); use vault-shaped signatures balance_of(&VaultLike)/cre	lessons/borrowing-shared-vs-mutable: exercise uses balance_of(v: &VaultLike) -> u64 and credit(v: &mut VaultLike, u64); intro.md line 47 explicitly names non-lexical lifetimes ('a borrow ends at its last use... called non-lexical lifetimes') and the quiz reinf
catalog-c2-l7	DONE	medium	content-item	C2 fix-the-borrow-checker: clone bfsp/wire-up-initialize's // BUG: shape (compiler-as-teacher); exactly 4 deliberate bugs (E0382, E0502, E0499, return	lessons/fix-the-borrow-checker: solution.rs marks 'Bug 1 of 4 — E0382', 'Bug 2 of 4 — E0502', 'Bug 3 of 4 — E0499', 'Bug 4 of 4 — E0515, returning a reference to a local' (the L8 bridge); starter ships 8 // BUG lines forming the 4 bugs; first hint is 'Build it
catalog-c2-l8	PARTIAL	medium	content-item	C2 lifetimes-and-slices: lifetimes absent from current catalog — frame narrowly ('which input a returned reference came from'); exercise fn discrimina	lessons/lifetimes-and-slices: independent-write discriminator(data: &[u8]) -> Option<&[u8]> over the real Anchor layout (8-byte discriminator table, offsets 0/8/40/48, const-fn verify harness); version stamp carries 'anchor-lang 1.0 removed three of the four r
catalog-c2-l9	DONE	high	content-item	C2 ownership-checkpoint: 8q interleaved across M1+M2 PLUS 2 items seeded from C1; per-option feedback authored; openEnded ≤150w self-explanation (no X	lessons/ownership-checkpoint/lesson.yaml: exactly 8 questions interleaving M1+M2 material, with q3 and q7 explicitly 'Seeded from Course 1' (account-layout offset-32 read; Kit getU64Decoder/BigInt); all 24 distractor options carry per-option feedback (24 feedb
catalog-c2-l10	DONE	high	content-item	C2 structs-traits-and-derives: verify #[account] and #[derive(InitSpace)] attribute names against anchor-lang 1.1.2 (1.0 was breaking — assume nothing	lessons/structs-traits-and-derives/intro.md version stamp: 'checked 2026-07-26... Every number in the byte table below was read out of anchor-derive-space 1.1.2's source on that date, and every compiler message quoted was produced by compiling the code in this
catalog-c2-l12	DONE	medium	content-item	C2 error-plumbing: replace old error-handling lesson's native ProgramError entirely with Anchor's Result<()>, #[error_code], err!(), require!; close t	lessons/error-plumbing: grep for ProgramError across the lesson returns nothing; intro.md teaches #[error_code] VaultError, require!/err! 'with the covers off' (expansions read from anchor-lang 1.1.2 source per the stamp), Result plumbing with ?, and the one-#
catalog-c2-l13	DONE	launch-critical	content-item	C2 build-the-vault-core: two graded blocks in-lesson fade; grading risk mitigated by fixed non-editable mod verify harness (name+signature references 	lessons/build-the-vault-core ships two graded code blocks (complete/ = completion rung, write/ = independent rung), each starter carrying a non-editable mod verify harness (name+signature pinning; write/starter.rs also const-asserts DISCRIMINATOR.len()==8 and 
catalog-c2-l14	DONE	high	content-item	C2 what-you-built: state the handoff plainly — no block type persists a source file, so v1 tells the learner to copy the file out and C3 L1 offers a k	lessons/what-you-built/reread.md line 94-98: 'Copy the file out. Now... no block type on this platform persists your source file... If you lose it, Course 3's first lesson ships a known-good reference copy'; reread.md annotates the learner's own artifact line 
catalog-c2-copy	DONE	launch-critical	process-rule	C2 must NOT ship 'unit-tested' marketing copy until PB-3b (cargo test --lib) lands — grading is compile-only and a withdraw calling checked_add would 	grep -rn 'unit.test' across courses/rust-for-program-devs finds exactly one hit and it is the honest disclaimer, not marketing: structs-traits-and-derives/intro.md line 164 'the build server checks that your file compiles... nothing here is unit-tested'; cours
catalog-c3-m1	DONE	high	content-item	C3 Module 1 is 3 lessons, not 4 (reviewer accepted): fold framing prose into the build lesson; add-an-instruction becomes the parsons rung replacing t	courses-academy courses/building-your-first-solana-program/course.yaml Module 1 (bfsp-build-pipeline) has exactly 3 lessons: from-rust-core-to-anchor (worked example — 'starter and solution were both compiled against that toolchain; the build is green with no 
catalog-c3-l1	DONE	launch-critical	content-item	C3 from-rust-core-to-anchor: REWRITES the false opener ('You've written Anchor programs in the previous courses'); starter ships the C2 file UNCHANGED	courses-academy c24981e: courses/building-your-first-solana-program/lessons/from-rust-core-to-anchor/intro.md — opener now says 'It is not a Solana program… Nothing in Course 2 was a program' (false claim rewritten); seam section states anchor-lang 1.1, @ancho
catalog-c3-l3	DONE	launch-critical	process-rule	C3 add-an-instruction: do NOT author 'hidden tests assert the handler exists' — no such mechanism exists for Rust (grader is compile-success only, nev	add-an-instruction/intro.md:62 uses the verification-harness pattern ('harness at the bottom of the file names both items by signature'); grep of all C3 for 'hidden test' finds only explicit denials ('there are no hidden tests on the Rust path' in define-the-v
catalog-c3-l4	DONE	high	content-item	C3 accounts-are-just-bytes: derive space aloud (8+32+8+1=49), never copy the old bare 'space = 8+8+32'; NEVER write rent = rent (constraint removed in	accounts-are-just-bytes/intro.md derives space aloud ('space = 8 + 32 + 8 + 1', discriminator counted once, '8 + 41 = 49' via INIT_SPACE); `rent = rent` appears only as an explicitly-flagged anti-example ('removed in Anchor 0.31', intro.md:163) and as a labele
catalog-c3-l5	DONE	high	content-item	C3 pdas-an-address-with-no-key: reuse pda-deep-dive PROSE only (599w, accurate); port NO anchor-framework exercise; subgoals add seeds, bump, and stor	pdas-an-address-with-no-key: intro.md (1540w) covers the old pda-deep-dive ground (Ed25519, off-curve, canonical bump search from 255, find_program_address) rewritten/expanded rather than pasted; no anchor-framework exercise ported — exercise is vault-specific
catalog-c3-l7	DONE	high	content-item	C3 wire-up-initialize: reuse nearly verbatim — the crown-jewel DEBUG rung (// BUG: + 'Click Build first' hint); extend with independent body write usi	wire-up-initialize: DEBUG rung preserved — starter.rs:93 '// BUG: Something is missing here...' and lesson.yaml hint 1 'Click Build first to see the error'; body-write extension present as TASK 2 (assign owner/balance/bump, 'The bump Anchor just derived is on 
catalog-c3-l8	DONE	launch-critical	content-item	C3 cpi-moving-real-lamports: reuse cpi-overview prose but REWRITE ALL CODE — Anchor 1.0 BREAKING: CpiContext::new(System::id(), cpi_accounts), no long	cpi-moving-real-lamports: solution.rs uses CpiContext::new(System::id(), Transfer{…}) — the 1.0 shape; intro.md:60-70 explicitly shows the pre-1.0 AccountInfo form as 'the one line the internet gets wrong' (E0308 called out); no raw invoke/invoke_signed taught
catalog-c3-l9	DONE	high	content-item	C3 write-the-deposit: subgoal 3 calls the C2 vault.deposit(amount) method — import-not-retype made visible in code, not just claimed; teach bump = vau	write-the-deposit/exercise/solution.rs:83 'ctx.accounts.vault.deposit(amount)?' — the C2 method visibly reused; constraint 'bump = vault.bump' at solution.rs:113 with comment 'one hash, using the byte stored at initialize time, instead of searching from 255 do
catalog-c3-l10	DONE	launch-critical	content-item	C3 withdraw-with-a-pda-signer: parsons not blank page (hardest rung); Anchor 1.0 BREAKING — #[error_code] may appear ONLY ONCE per program; C2's Vault	withdraw-with-a-pda-signer/intro.md:129 'Completion, not a blank page' — 10-line candidate pool including the signer_seeds/new_with_signer skeleton (starter pool line 9); single-error-enum rule stated and improved: intro.md:115-123 corrects the spec's claim (t
catalog-c3-l11	DONE	launch-critical	content-item	C3 harden-the-vault: teach v1 dup syntax #[account(mut, dup)] — NOT #[account(mut, unsafe(dup))] (v2 alpha); duplicate mutable accounts error by defau	harden-the-vault/intro.md: 'Three attacks, and the words that stop them' — attack 1 (someone else's vault → seeds+bump+owner constraint), attack 2 (not-a-vault → Account<VaultState> discriminator check), attack 3 (same account twice → error 2040 duplicate muta
catalog-c3-l12	DONE	high	content-item	C3 pre-flight-check (NET-NEW slot): teach LiteSVM — not bankrun (author-deprecated), not solana-test-validator; pin the minor (v0.15.x); ship prose+qu	pre-flight-check: lesson.yaml blocks are prose + quiz only (no code block — contingency correctly applied since no two-stage pipeline buildType exists); intro.md teaches LiteSVM with minor pinned 'litesvm 0.15.x' ('ships roughly weekly'), LiteSVM code shown as
catalog-c3-l13	DONE	medium	content-item	C3 fund-your-wallet: reuse airdrop-fund-wallet verbatim; acknowledge the wallet may already be funded from C1; correct the stale '2 SOL per airdrop' c	fund-your-wallet/intro.md: 'You may already have some — If you came through Course 1 you funded this same wallet there' (carry-over acknowledged); stale 2-SOL-per-airdrop claim replaced with current faucet policy ('2 requests every 8 hours, as of mid-2026', fl
catalog-c3-l14	DONE	launch-critical	content-item	C3 deploy-and-publish-the-idl: Anchor 1.0 BREAKING — legacy on-chain IDL instructions REMOVED; teach Program Metadata Program (npx @solana-program/pro	deploy-and-publish-the-idl/intro.md: PMP is the taught mechanism ('npx @solana-program/program-metadata write idl <program-id> ./idl.json'); 'Anchor 1.0 removed those instructions… anchor idl init is describing a mechanism that no longer exists'; explorer-supp
catalog-c3-l15	DONE	high	content-item	C3 what-you-built: ADD the cumulative quiz (reviewer fix — only recap without one, in the credential course); write-up as second capstone deliverable 	what-you-built/lesson.yaml: cumulative quiz block with 13 items and comment 'at least one item per skill tag used anywhere in this [course]' (7 skill tags declared); openEnded write-up block at yaml:242 as reflective deliverable; intro.md Turbin3 + Superteam E
